iter	Logloss
233	0.1191941029
234	0.1190146919
235	0.1188279961
236	0.118517515
237	0.1181469525
238	0.117850512
239	0.1174291002
240	0.117185224
241	0.116863411
242	0.1166943943
243	0.1163671718
244	0.1160253958
245	0.1157559868
246	0.1154490238
247	0.1150768184
248	0.1147281182
249	0.1144518091
250	0.1142380658
251	0.1139322249
252	0.113666855
253	0.1133842709
254	0.1130794317
255	0.1127683175
256	0.1125153774
257	0.1121947104
258	0.1119475966
259	0.1116382455
260	0.1113735007
261	0.1111557584
262	0.1108367744
263	0.1105906142
264	0.1102728643
265	0.1100450724
266	0.1096772426
267	0.109454724
268	0.1091015279
269	0.1088983392
270	0.1086072361
271	0.1083874021
272	0.1080592901
273	0.1078549874
274	0.1076384392
275	0.1073264515
276	0.1070966961
277	0.1067538061
278	0.1065356952
279	0.1063249332
280	0.1060317625
281	0.1057830778
282	0.1054862688
283	0.105074049
284	0.1048492704
285	0.1046298852
286	0.1043834125
287	0.1040970217
288	0.1038549487
289	0.1035345943
290	0.1033127889
291	0.1030600251
292	0.1028236742
293	0.1025249738
294	0.1023916918
295	0.1021000037
296	0.1018902755
297	0.101626268
298	0.1013543906
299	0.1010633036
300	0.1008639376
301	0.100625527
302	0.1004391197
303	0.1001218908
304	0.09984001993
305	0.09965196978
306	0.09940257193
307	0.09923163182
308	0.09904981661
309	0.09876296901
310	0.09857170522
311	0.09831252218
312	0.09808083542
313	0.09783785684
314	0.0976297074
315	0.09740502494
316	0.0971543288
317	0.09692038207
318	0.09675876233
319	0.09658068969
320	0.09639502774
321	0.09622980967
322	0.09596438368
323	0.09571054603
324	0.0955690977
325	0.09531213456
326	0.09509860768
327	0.09492421351
328	0.09472576911
329	0.09454615777
330	0.09424364266
331	0.09402908197
332	0.09368656062
333	0.09342171164
334	0.09323427857
335	0.09309089885
336	0.09294251835
337	0.09271567208
338	0.09248036296
339	0.09225021491
340	0.09202816106
341	0.09174370165
342	0.0915426687
343	0.09129613989
344	0.0910955958
345	0.09093627609
346	0.09076594505
347	0.09054495707
348	0.09029119155
349	0.09007195865
350	0.08975912142
351	0.08955545185
352	0.08940858601
353	0.08922097663
354	0.08900512567
355	0.08885688141
356	0.08866810198
357	0.08841868809
358	0.08825741295
359	0.08804091285
360	0.08790410467
361	0.08769038545
362	0.08747469477
363	0.0872995633
364	0.08712195549
365	0.08687494582
366	0.08663792971
367	0.08641506644
368	0.08624392598
369	0.08608261878
370	0.0858604367
371	0.08570146961
372	0.0855501239
373	0.0853509342
374	0.08515285043
375	0.0849836093
376	0.0848252593
377	0.08465826211
378	0.08450371077
379	0.08432160706
380	0.0841582723
381	0.08399355912
382	0.0838224427
383	0.08364595686
384	0.08347586624
385	0.08337318196
386	0.08310558415
387	0.0829092715
388	0.08270491271
389	0.08257565378
390	0.08236083664
391	0.08212081525
392	0.08196632802
393	0.08183093031
394	0.08164317668
395	0.08144785777
396	0.08131827827
397	0.08116110633
398	0.08104441346
399	0.08088286584
400	0.08072965285
401	0.08050194107
402	0.08030484304
403	0.08008468051
404	0.07987275645
405	0.07964958063
406	0.07946423122
407	0.07928011598
408	0.07909802028
409	0.07894622578
410	0.0787238113
411	0.07858395777
412	0.07843044025
413	0.07825551714
414	0.078056079
415	0.07788690198
416	0.07769385105
417	0.07746435213
418	0.07729743509
419	0.07715427174
420	0.07694548919
421	0.07675085949
422	0.07665763983
423	0.07645490791
424	0.07632709151
425	0.07616607281
426	0.0760131323
427	0.07589035675
428	0.07573167817
429	0.07551377561
430	0.07535533745
431	0.07520667645
432	0.07500299886
433	0.07480991588
434	0.07463166694
435	0.07448153135
436	0.07435593485
437	0.07420158386
438	0.07402445689
439	0.07388523647
440	0.07374329928
441	0.07358038926
442	0.07345215613
443	0.07326273558
444	0.07312734588
445	0.07294731781
446	0.07278189138
447	0.07256144035
448	0.07242957684
449	0.07218534005
450	0.07207276641
451	0.07186577901
452	0.07169904629
453	0.07146168557
454	0.07124250877
455	0.07114855983
456	0.07104293439
457	0.07092397353
458	0.07074509949
459	0.07059913122
460	0.07045281835
461	0.07028909892
462	0.07012412127
463	0.06996699742
464	0.06983181609
465	0.06968542307
466	0.0695078954
467	0.06942014935
468	0.06916634375
469	0.06903988173
470	0.06888630811
471	0.06878312696
472	0.06866553651
473	0.06844613532
474	0.06831177944
475	0.06813199981
476	0.0679979725
477	0.06786942682
478	0.06774750076
479	0.06763681043
480	0.06747323525
481	0.06727467866
482	0.06719642126
483	0.06708005697
484	0.06692278886
485	0.06674010814
486	0.06659248496
487	0.06647761529
488	0.06633314165
489	0.06612973253
490	0.06591226273
491	0.06575141234
492	0.06557924607
493	0.06541476931
494	0.06521422923
495	0.06499165447
496	0.06486455132
497	0.06477390818
498	0.06456830321
499	0.06436913755
500	0.06425640763
501	0.06409203105
502	0.06392954177
503	0.06376634325
504	0.06362044711
505	0.06350246798
506	0.06338479339
507	0.06314861474
508	0.06305465378
509	0.06287658515
510	0.06263647961
511	0.0625275123
512	0.06237429931
513	0.06221279577
514	0.06208104847
515	0.0619206709
516	0.06178836262
517	0.06163214034
518	0.06153851998
519	0.06138694988
520	0.06120721833
521	0.06110689019
522	0.06096029682
523	0.06085019152
524	0.0606745191
525	0.06054102473
526	0.06035132769
527	0.06014654416
528	0.0600517898
529	0.05989710623
530	0.05980881122
531	0.05966436963
532	0.05945146384
533	0.05935399673
534	0.05916758545
535	0.05898582635
536	0.05889975123
537	0.05879136895
538	0.05864824167
539	0.05838950341
540	0.05822234194
541	0.05806720157
542	0.0578729325
543	0.05777258032
544	0.05765023752
545	0.05751709978
546	0.05738773667
547	0.05730854563
548	0.05722348029
549	0.05709180511
550	0.05689417014
551	0.05679599377
552	0.05659857518
553	0.05642577179
554	0.05628548149
555	0.05616261779
556	0.05604251894
557	0.05595551419
558	0.05582714482
559	0.05569989341
560	0.0555899564
561	0.05538099754
562	0.05530218317
563	0.05514103625
564	0.05505048928
565	0.05493783951
566	0.05483582441
567	0.05466302503
568	0.05453952421
569	0.05443953666
570	0.05432630988
571	0.05423038146
572	0.05410580675
573	0.05398251429
574	0.05388678222
575	0.05372244971
576	0.05360152541
577	0.05351811497
578	0.05334481872
579	0.05326047064
580	0.05314657067
581	0.05300523453
582	0.05290010196
583	0.05277557934
584	0.05261958948
585	0.0525212929
586	0.05244244648
587	0.05236384849
588	0.05227595417
589	0.0522024932
590	0.05206768853
591	0.05192468547
592	0.05182148028
593	0.05169032602
594	0.05157063588
595	0.05138308261
596	0.05124863056
597	0.0511620786
598	0.05098701926
599	0.05094537815
600	0.05080917102
601	0.05070769687
602	0.05060904367
603	0.05044647425
604	0.05034788116
605	0.05021682306
606	0.05008639808
607	0.05000098413
608	0.04990439054
609	0.04982251079
610	0.04971125947
611	0.04961226167
612	0.0494640735
613	0.04930319105
614	0.04920769138
615	0.04911232796
616	0.04895774457
617	0.04886081038
618	0.04877988831
619	0.04869311196
620	0.04857928012
621	0.0484747526
622	0.04837869195
623	0.04830433341
624	0.04817650899
625	0.04807397698
626	0.04789588832
627	0.04782049195
628	0.04768418865
629	0.04757737713
630	0.04746589741
631	0.04736792941
632	0.04723270801
633	0.04713393861
634	0.04703037278
635	0.04687601378
636	0.0467427438
637	0.0466976847
638	0.04660694539
639	0.04648577265
640	0.04638444275
641	0.04631517314
642	0.04624153586
643	0.04613839478
644	0.04603685251
645	0.04594659004
646	0.04584131722
647	0.04571704704
648	0.04562603125
649	0.04555002581
650	0.04542788337
651	0.04534220896
652	0.04525209475
653	0.04513620329
654	0.04497839423
655	0.0449062676
656	0.04480423647
657	0.04470891311
658	0.04461310892
659	0.04452121158
660	0.04443615825
661	0.04432063143
662	0.04424893355
663	0.04418928483
664	0.04405726104
665	0.0439226407
666	0.04383974716
667	0.04371857443
668	0.04364494516
669	0.04359022509
670	0.04347253848
671	0.04339141205
672	0.04330944414
673	0.04323315821
674	0.04316068697
675	0.04309990827
676	0.0429994519
677	0.04289819413
678	0.04281635044
679	0.04271928002
680	0.04261698442
681	0.04253339367
682	0.04245294042
683	0.04236353145
684	0.04223630408
685	0.04215756985
686	0.04210032535
687	0.04198656162
688	0.04192209644
689	0.04185927014
690	0.04181615044
691	0.04174034135
692	0.04162787189
693	0.0415210203
694	0.04140451976
695	0.04133644024
696	0.041245741
697	0.0411236787
698	0.04106903878
699	0.04099923222
700	0.04094300551
701	0.040835637
702	0.04076924845
703	0.04071450434
704	0.04059895347
705	0.0405260054
706	0.04041177285
707	0.04034066801
708	0.04024159808
709	0.0401541205
710	0.0400780229
711	0.04000903378
712	0.03992228147
713	0.03984892869
714	0.03974967844
715	0.03965159424
716	0.03956968644
717	0.03947837413
718	0.03939399399
719	0.03932776171
720	0.03923473038
721	0.03915866082
722	0.039052815
723	0.03897015387
724	0.03889541466
725	0.03879587189
726	0.03872725543
727	0.03865690792
728	0.03857519647
729	0.03849033548
730	0.03842512499
731	0.03836007078
732	0.03833908594
733	0.03826792901
734	0.03823374099
735	0.03819688428
736	0.03811517683
737	0.03802496245
738	0.03794402836
739	0.03787651383
740	0.03784353593
741	0.03778410759
742	0.03770019627
743	0.03761457395
744	0.03756671393
745	0.03749999679
746	0.03744428298
747	0.0373758268
748	0.03732037745
749	0.03726796543
750	0.0372019896
751	0.03713222712
752	0.03704317878
753	0.03698229189
754	0.0368636556
755	0.03677737613
756	0.03669330052
757	0.03663393229
758	0.03655344699
759	0.03645500215
760	0.03639685206
761	0.03637917703
762	0.036282331
763	0.03622830415
764	0.03619721357
765	0.03611955723
766	0.03605509205
767	0.03601378353
768	0.03592302819
769	0.03584244672
770	0.03578788693
771	0.03572512074
772	0.0356749767
773	0.03560065822
774	0.03553227016
775	0.03548026686
776	0.03539609508
777	0.03530475873
778	0.03522851287
779	0.03517515519
780	0.0351089189
781	0.03505234758
782	0.03500457571
783	0.03493664846
784	0.03486357617
785	0.0348110199
786	0.03474404231
787	0.03465162806
788	0.03458636148
789	0.03450425733
790	0.03442708184
791	0.03435418586
792	0.03426695271
793	0.03420836986
794	0.03414947446
795	0.03408355873
796	0.03398541042
797	0.03390080989
798	0.03385161552
799	0.03379156209
800	0.03372716904
801	0.03367954543
802	0.03364541751
803	0.03355126421
804	0.03350980743
805	0.03344177799
806	0.03338218537
807	0.03331140109
808	0.03325811354
809	0.03318952112
810	0.03310973103
811	0.03301350009
812	0.03291073166
813	0.0328359123
814	0.03276110296
815	0.03269532148
816	0.03262219309
817	0.03257379211
818	0.03251321977
819	0.03244888482
820	0.03237604895
821	0.03231626398
822	0.03226608389
823	0.03217893488
824	0.03211645719
825	0.03206552377
826	0.03201914034
827	0.03196344255
828	0.03192082974
829	0.03185331922
830	0.03177297416
831	0.03171003967
832	0.03166857487
833	0.03162173664
834	0.03157708825
835	0.03150890254
836	0.0314627415
837	0.03139875316
838	0.03134172704
839	0.03129352642
840	0.03121806393
841	0.0311609757
842	0.03107584424
843	0.03102462432
844	0.03096022526
845	0.03091918721
846	0.03086716387
847	0.03075400521
848	0.03071231001
849	0.03066249254
850	0.03059546286
851	0.03055484555
852	0.03051250923
853	0.03044538338
854	0.03037548466
855	0.03033647016
856	0.0302688214
857	0.030223029
858	0.03016264899
859	0.03011267526
860	0.03000983471
861	0.02996595767
862	0.02992030753
863	0.02986181083
864	0.02981686792
865	0.02975266721
866	0.02970935116
867	0.0296696174
868	0.02960450709
869	0.0295548439
870	0.02945053878
871	0.02940045485
872	0.02933126738
873	0.02927222172
874	0.02922369452
875	0.02915751834
876	0.02911752813
877	0.02905951628
878	0.0289877583
879	0.02893933128
880	0.02888583135
881	0.02884299014
882	0.02879639634
883	0.02875876627
884	0.02871569866
885	0.02866589522
886	0.02863074952
887	0.02859523116
888	0.02854568818
889	0.02849730724
890	0.02844625361
891	0.02838534467
892	0.0283436114
893	0.02828932209
894	0.02824395044
895	0.02819651115
896	0.02813237455
897	0.02808713112
898	0.0280349495
899	0.02796373047
900	0.0278838903
901	0.02785052772
902	0.02778455189
903	0.02773897988
904	0.02767783053
905	0.02763529585
906	0.02757310066
907	0.02751742491
908	0.0274778875
909	0.02743216122
910	0.02737074539
911	0.02733935228
912	0.02730388401
913	0.02726547458
914	0.02719747319
915	0.02715404695
916	0.02710404516
917	0.02706392873
918	0.02702749076
919	0.02699290604
920	0.02693832021
921	0.02689060444
922	0.02683122419
923	0.02680549301
924	0.02676879258
925	0.02671062245
926	0.02666653906
927	0.02660310769
928	0.02656879946
929	0.02651885578
930	0.02649008126
931	0.02644699161
932	0.02638477237
933	0.02634245007
934	0.0262731464
935	0.02621631061
936	0.0261762042
937	0.02612506842
938	0.02609195629
939	0.02602900176
940	0.02599933368
941	0.02594210921
942	0.02589230577
943	0.02585933188
944	0.02578282557
945	0.02572471955
946	0.02568071429
947	0.02564422623
948	0.02559030557
949	0.02554839799
950	0.0255146828
951	0.02547935879
952	0.02543472242
953	0.02538038903
954	0.02534310157
955	0.02530141638
956	0.02526573373
957	0.02523737996
958	0.02519930912
959	0.02515110048
960	0.02510197022
961	0.02502177944
962	0.02497555629
963	0.0249397374
964	0.02486003347
965	0.02478319056
966	0.02476209753
967	0.02471544963
968	0.02467312132
969	0.02463935003
970	0.02459298462
971	0.02455151582
972	0.02451891458
973	0.0244751217
974	0.02442201246
975	0.02437818351
976	0.02431030434
977	0.02427111954
978	0.02419813741
979	0.02414415664
980	0.02411297389
981	0.02408180317
982	0.02407015071
983	0.0240313566
984	0.02398869971
985	0.02394957302
986	0.02392970013
987	0.02389896617
988	0.02385667593
989	0.02384520178
990	0.023821975
991	0.0237727626
992	0.02374603768
993	0.02371923463
994	0.02368577589
995	0.02365654657
996	0.02361718747
997	0.02357157138
998	0.02353405351
999	0.02349876957
